2016-01-03~04:15:00,5.05066568183971E8,829.763,113.859
2016-01-03~04:30:00,5.05067468183972E8,829.711,111.4
2016-01-03~04:45:00,5.05068368183972E8,829.66,108.953
2016-01-03~05:00:00,5.05069268183972E8,829.608,106.523
2016-01-03~05:15:00,5.05070168183973E8,829.556,104.114
2016-01-03~05:30:00,5.05071068183973E8,829.505,101.732
2016-01-03~05:45:00,5.05071968183973E8,829.453,99.381
2016-01-03~06:00:00,5.05072868183974E8,829.402,97.065
2016-01-03~06:15:00,5.05073768183974E8,829.35,94.79
2016-01-03~06:30:00,5.05074668183974E8,829.298,92.561
